"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"02/05/2024","AQS","060010015","1","0.4","ppm","5","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/06/2024","AQS","060010015","1","0.5","ppm","6","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/07/2024","AQS","060010015","1","0.4","ppm","5","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/08/2024","AQS","060010015","1","0.5","ppm","6","Pleasanton - Owens Ct","16","67.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/09/2024","AQS","060010015","1","0.7","ppm","8","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/10/2024","AQS","060010015","1","0.7","ppm","8","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/11/2024","AQS","060010015","1","0.7","ppm","8","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/12/2024","AQS","060010015","1","0.6","ppm","7","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/13/2024","AQS","060010015","1","0.6","ppm","7","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/14/2024","AQS","060010015","1","0.6","ppm","7","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/15/2024","AQS","060010015","1","0.6","ppm","7","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/16/2024","AQS","060010015","1","0.8","ppm","9","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/17/2024","AQS","060010015","1","0.7","ppm","8","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/18/2024","AQS","060010015","1","0.6","ppm","7","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/19/2024","AQS","060010015","1","0.4","ppm","5","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/20/2024","AQS","060010015","1","0.8","ppm","9","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/21/2024","AQS","060010015","1","0.6","ppm","7","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/22/2024","AQS","060010015","1","0.7","ppm","8","Pleasanton - Owens Ct","23","96.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/23/2024","AQS","060010015","1","0.5","ppm","6","Pleasanton - Owens Ct","23","96.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/24/2024","AQS","060010015","1","0.5","ppm","6","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/25/2024","AQS","060010015","1","0.5","ppm","6","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/26/2024","AQS","060010015","1","0.4","ppm","5","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/27/2024","AQS","060010015","1","0.4","ppm","5","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/28/2024","AQS","060010015","1","0.5","ppm","6","Pleasanton - Owens Ct","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"02/29/2024","AQS","060010015","1","0.3","ppm","3","Pleasanton - Owens Ct","17","71.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/01/2024","AQS","060130002","1","0.3","ppm","3","Concord","18","75.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/02/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/03/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/04/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/05/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/06/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/07/2024","AQS","060130002","1","0.2","ppm","2","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/08/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/09/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/10/2024","AQS","060130002","1","0.2","ppm","2","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/11/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/12/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/13/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/14/2024","AQS","060130002","1","0.2","ppm","2","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/15/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/16/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/17/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/18/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/19/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/20/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/21/2024","AQS","060130002","1","0.2","ppm","2","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/22/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/23/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/24/2024","AQS","060130002","1","0.2","ppm","2","Concord","6","25.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/26/2024","AQS","060130002","1","0.4","ppm","5","Concord","15","63.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/27/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/28/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/29/2024","AQS","060130002","1","0.5","ppm","6","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/30/2024","AQS","060130002","1","0.4","ppm","5","Concord","14","58.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/31/2024","AQS","060130002","1","0.4","ppm","5","Concord","16","67.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/01/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/02/2024","AQS","060130002","1","0.2","ppm","2","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/03/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/04/2024","AQS","060130002","1","0.2","ppm","2","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/05/2024","AQS","060130002","1","0.3","ppm","3","Concord","18","75.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/06/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/07/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/08/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/09/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/10/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/11/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/12/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/13/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/14/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/15/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/16/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/17/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/18/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/19/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/20/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/21/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/22/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/23/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/24/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/25/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/26/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/27/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/28/2024","AQS","060130002","1","0.4","ppm","5","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"02/29/2024","AQS","060130002","1","0.3","ppm","3","Concord","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"03/01/2024","AQS","060130002","1","0.3","ppm","3","Concord","2","8.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/01/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","18","75.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/02/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","12","50.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/03/2024","AQS","060131002","1","0.2","ppm","2","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/04/2024","AQS","060131002","1","0.2","ppm","2","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/05/2024","AQS","060131002","1","0.2","ppm","2","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/06/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/07/2024","AQS","060131002","1","0.2","ppm","2","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/08/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/09/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/10/2024","AQS","060131002","1","0.2","ppm","2","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/11/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/12/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/13/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/14/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/15/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/16/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/17/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/18/2024","AQS","060131002","1","0.5","ppm","6","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/19/2024","AQS","060131002","1","0.5","ppm","6","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/20/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/21/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/22/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","20","83.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/23/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/24/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/25/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","14","58.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/26/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/27/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/28/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/29/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/30/2024","AQS","060131002","1","0.5","ppm","6","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/31/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/01/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/02/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/03/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/04/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","8","33.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/05/2024","AQS","060131002","1","0.2","ppm","2","Bethel Island","9","38.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/06/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/07/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/08/2024","AQS","060131002","1","0.3","ppm","3","Bethel Island","23","96.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/09/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/10/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/11/2024","AQS","060131002","1","0.5","ppm","6","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/12/2024","AQS","060131002","1","0.6","ppm","7","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/13/2024","AQS","060131002","1","0.4","ppm","5","Bethel Island","23","96.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/14/2024","AQS","060131002","1","0.2","ppm","2","Bethel Island","6","25.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/16/2024","AQS","060131002","1","0.2","ppm","2","Bethel Island","17","71.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/17/2024","AQS","060131002","1","0.2","ppm","2","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/18/2024","AQS","060131002","1","0.1","ppm","1","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/19/2024","AQS","060131002","1","0.1","ppm","1","Bethel Island","24","100.0000","42101","Carbon monoxide","054","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
